iteration	loss	baseline	error	formula	error	
61	0.00230478	0.08410508	0.08490942	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
62	0.00382626	0.08416016	0.08520665	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
63	0.00805616	0.08413797	0.08371633	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
64	0.00697040	0.08419170	0.08521259	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
65	0.03149150	0.08414146	0.08318682	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
66	0.01670390	0.08411749	0.08366209	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
67	0.00783784	0.08410350	0.08383784	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
68	0.00865103	0.08416655	0.08536448	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
69	0.01099174	0.08417578	0.08435114	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
70	0.01530680	0.08412746	0.08320921	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
71	0.00797184	0.08412901	0.08415867	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
72	0.00646212	0.08412448	0.08403832	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
73	0.00576043	0.08416480	0.08493080	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
74	0.00923612	0.08422355	0.08534005	0.00069514	(((((1.8152*(sin(x0))+-2.4195*(sin(x1))+0.6940*(sin(x2))+-0.0010))*((-2.1982*((x0)**2)+-0.2551*((x1)**2)+-0.6258*((x2)**2)+0.6900))))*((0.8736*((x0)**3)+2.0320*((x1)**3)+-3.4589*((x2)**3)+-1.6054)))	
75	0.01085200	0.08421452	0.08404285	0.00069514	(((((1.8152*(sin(x0))+-2.4195*(sin(x1))+0.6940*(sin(x2))+-0.0010))*((-2.1982*((x0)**2)+-0.2551*((x1)**2)+-0.6258*((x2)**2)+0.6900))))*((0.8736*((x0)**3)+2.0320*((x1)**3)+-3.4589*((x2)**3)+-1.6054)))	
76	0.00837443	0.08423051	0.08453446	0.00069514	(((((1.8152*(sin(x0))+-2.4195*(sin(x1))+0.6940*(sin(x2))+-0.0010))*((-2.1982*((x0)**2)+-0.2551*((x1)**2)+-0.6258*((x2)**2)+0.6900))))*((0.8736*((x0)**3)+2.0320*((x1)**3)+-3.4589*((x2)**3)+-1.6054)))	
77	0.00878723	0.08425167	0.08465385	0.00069514	(((((1.8152*(sin(x0))+-2.4195*(sin(x1))+0.6940*(sin(x2))+-0.0010))*((-2.1982*((x0)**2)+-0.2551*((x1)**2)+-0.6258*((x2)**2)+0.6900))))*((0.8736*((x0)**3)+2.0320*((x1)**3)+-3.4589*((x2)**3)+-1.6054)))	
78	0.01902821	0.08422530	0.08372419	0.00069514	(((((1.8152*(sin(x0))+-2.4195*(sin(x1))+0.6940*(sin(x2))+-0.0010))*((-2.1982*((x0)**2)+-0.2551*((x1)**2)+-0.6258*((x2)**2)+0.6900))))*((0.8736*((x0)**3)+2.0320*((x1)**3)+-3.4589*((x2)**3)+-1.6054)))	
